,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
61950,6,24,5,1732,7,249,267,626,1.0,train,529,539,0.23736612,0
61951,10,10,1,1729,20,221,226,267,1.0,train,1656,1668,0.24476632,0
61954,10,27,4,1600,20,159,222,256,1.0,train,1639,1667,0.33577618,0
61955,9,1,5,1800,22,126,81,152,1.0,train,1864,1857,0.2965543,0
61956,1,25,2,738,19,221,286,920,1.0,train,1584,1619,0.041823287,0
61957,1,19,3,1050,15,80,38,399,1.0,train,1170,1153,0.101498455,0
61963,11,14,1,1048,6,138,38,413,1.0,train,413,396,0.09539708,0
61967,3,31,4,1747,18,81,159,629,1.0,train,1459,1488,0.26359865,0
61970,1,18,2,2103,14,221,88,453,1.0,train,1104,1049,0.25805432,0
61986,11,28,1,1830,20,207,212,361,1.0,train,1649,1662,0.4706782,0
61990,7,11,1,1714,21,139,169,374,1.0,train,1734,1762,0.16535105,0
61995,11,14,1,1702,19,221,276,813,1.0,train,1584,1616,0.2557686,0
62008,8,9,3,1125,20,207,249,446,1.0,train,1649,1673,0.1785785,0
62016,1,21,6,1251,14,161,88,1979,1.0,train,1076,1049,0.19244157,0
62027,7,15,6,1801,1,2,82,569,1.0,train,117,136,0.44327205,0
62029,8,10,3,1906,21,213,62,316,1.0,train,1774,1712,0.43913624,0
62042,8,15,1,1926,5,139,21,140,1.0,train,344,318,0.40170217,0
62045,12,29,4,1815,18,138,249,2253,1.0,train,1473,1518,0.36193618,0
62051,4,20,3,1616,5,82,98,1372,1.0,train,332,336,0.3638236,0
62055,5,12,4,1647,16,267,69,410,1.0,train,1394,1298,0.14951548,0
62059,9,1,5,1507,1,161,276,1593,1.0,train,158,200,0.2874632,0
62060,1,4,2,905,20,159,37,520,1.0,train,1639,1628,0.14443968,0
62067,11,17,5,1258,18,98,213,719,1.0,train,1464,1505,0.22170098,0
62071,6,25,6,900,8,267,159,368,1.0,train,702,645,0.12425523,0
62072,1,23,7,1144,15,143,74,500,1.0,train,1194,1170,0.19000022,0
62073,11,22,3,1425,5,286,98,998,1.0,train,391,336,0.2537879,0
62076,3,16,3,1113,20,159,65,1772,1.0,train,1639,1633,0.13149989,0
62087,10,15,6,1030,1,82,38,1562,1.0,train,135,125,0.112798505,0
62097,5,7,7,1615,19,213,64,599,1.0,train,1580,1549,0.17992832,0
62099,2,14,1,2050,19,221,25,196,1.0,train,1584,1538,0.26647574,0
62125,7,23,6,1420,5,286,62,927,1.0,train,391,327,0.20790844,0
62131,12,23,6,957,20,77,2,580,1.0,train,1625,1621,0.32730255,0
62132,11,28,2,1515,16,267,230,521,1.0,train,1394,1375,0.21855833,0
62142,8,20,6,1347,19,235,80,482,1.0,train,1589,1551,0.17212741,0
62143,8,13,6,1657,1,189,266,1045,1.0,train,167,196,0.20762062,0
62146,3,30,3,1850,13,213,199,109,1.0,train,978,977,0.17694955,0
62148,7,5,2,1558,15,51,166,617,1.0,train,1155,1205,0.2276426,0
62153,2,14,2,1704,1,82,233,1126,1.0,train,135,184,0.19008802,0
62161,10,4,3,1840,18,213,201,334,1.0,train,1498,1498,0.21323447,0
62170,7,25,2,1235,22,213,170,466,1.0,train,1906,1895,0.429335,0
62173,9,21,3,1821,20,182,207,1844,1.0,train,1646,1659,0.27862433,0
62187,10,22,7,1946,7,78,19,432,1.0,train,463,440,0.35445073,0
62193,7,15,5,2047,8,267,209,866,1.0,train,702,677,0.46456504,0
62197,12,17,6,1610,13,82,1,158,1.0,train,924,895,0.23651756,0
62206,7,12,2,1929,18,213,62,316,1.0,train,1498,1459,0.36696756,0
62212,8,25,4,2040,21,98,29,393,0.0,train,1720,1697,0.5051383,1
62221,7,22,5,1816,14,239,201,981,1.0,train,1111,1095,0.40590626,0
62227,10,3,1,1156,1,82,81,641,1.0,train,135,135,0.086969845,0
62230,1,10,1,1401,16,6,259,250,1.0,train,1259,1393,0.27114168,0
62238,11,25,5,1612,16,259,186,329,1.0,train,1389,1350,0.24026284,0
62250,11,9,3,1920,15,74,253,203,1.0,train,1167,1240,0.18099952,0
62260,11,1,2,1922,21,98,138,213,1.0,train,1720,1746,0.33657643,0
62266,6,22,3,2028,16,81,102,844,1.0,train,1300,1314,0.42342713,0
62272,2,17,4,2108,5,98,188,209,1.0,train,336,355,0.37811866,0
62275,8,10,4,1712,16,267,161,590,1.0,train,1394,1341,0.1849442,0
62281,1,3,2,1404,10,182,180,989,1.0,train,799,804,0.36247793,0
62301,7,27,3,1040,5,38,139,1597,1.0,train,320,343,0.14694948,0
62312,8,29,1,1850,13,239,38,612,1.0,train,986,908,0.40218395,0
62317,1,5,3,1807,4,248,154,1074,1.0,train,301,284,0.38334435,0
62319,2,27,7,1906,14,201,178,393,1.0,train,1093,1084,0.1988014,0
62342,5,4,3,1249,16,201,267,991,1.0,train,1355,1398,0.10631407,0
62344,5,21,6,1826,5,139,250,191,1.0,train,344,378,0.17452556,0
62347,10,9,7,1319,10,19,229,272,1.0,train,770,818,0.16189946,0
62358,11,16,4,1158,20,243,222,601,1.0,train,1661,1667,0.23906595,0
62363,5,24,2,1305,7,19,13,852,1.0,train,443,438,0.12780061,0
62368,11,2,4,1710,1,166,82,1389,1.0,train,159,136,0.21594407,0
62374,9,14,4,1129,5,185,139,316,1.0,train,356,343,0.13335428,0
62380,8,24,3,1504,7,65,74,116,1.0,train,459,458,0.102493994,0
62381,5,12,5,1828,20,276,182,251,1.0,train,1672,1656,0.3950824,0
62385,1,27,4,1110,1,226,82,1068,1.0,train,182,136,0.07062331,0
62399,3,22,3,1947,21,139,296,772,1.0,train,1734,1822,0.33128268,0
62400,11,20,1,1458,18,259,49,2457,1.0,train,1514,1458,0.19694209,0
62401,1,24,2,1244,1,159,213,1515,1.0,train,157,177,0.23351438,0
62402,3,9,3,905,18,81,159,629,1.0,train,1459,1488,0.09681959,0
62415,11,6,1,1042,22,131,208,100,1.0,train,1866,1914,0.19353575,0
62419,11,20,7,1158,19,64,266,1474,1.0,train,1542,1611,0.12569758,0
62435,3,23,4,1615,7,251,19,215,1.0,train,531,440,0.35121986,0
62438,6,13,1,1345,20,286,234,1137,1.0,train,1673,1669,0.22063756,0
62447,9,15,4,939,14,201,166,1020,1.0,train,1093,1080,0.1477958,0
62455,3,13,1,1843,20,264,212,333,1.0,train,1668,1662,0.2071508,0
62462,3,23,3,1701,10,19,226,526,1.0,train,770,817,0.28900394,0
62469,12,28,3,1026,10,180,19,403,1.0,train,798,776,0.21911396,0
62470,11,3,4,5,1,159,213,1515,1.0,train,157,177,0.3197733,0
62489,2,23,4,1958,16,81,109,483,1.0,train,1300,1317,0.28671014,0
62501,7,9,7,1146,14,88,154,508,1.0,train,1046,1074,0.12826495,0
62503,5,9,2,1243,18,81,264,948,1.0,train,1459,1522,0.1407134,0
62508,4,30,7,657,16,260,213,438,1.0,train,1390,1365,0.07979973,0
62509,4,22,6,1459,8,210,19,821,1.0,train,673,561,0.3625843,0
62514,10,8,6,910,20,218,207,543,1.0,train,1655,1659,0.0628751,0
62515,12,28,3,1353,3,207,258,671,1.0,train,245,258,0.42904127,0
62517,12,26,2,2013,19,64,80,331,1.0,train,1542,1551,0.39119607,0
62522,11,23,3,1912,21,47,62,192,1.0,train,1696,1712,0.37198168,0
62528,8,19,5,1915,20,249,222,304,1.0,train,1663,1667,0.49303424,0
62530,9,28,4,1730,8,19,276,483,1.0,train,558,714,0.35833475,0
62531,9,7,3,1906,13,239,38,612,1.0,train,986,908,0.22879216,0
62535,7,18,2,1046,9,81,52,1224,1.0,train,733,737,0.13982058,0
62540,2,5,7,1601,19,264,222,621,1.0,train,1600,1595,0.16654529,0
62544,8,18,5,1705,10,245,19,749,1.0,train,816,776,0.4297728,0
62553,6,30,5,2005,20,271,207,371,1.0,train,1671,1659,0.47586396,0
62560,3,19,7,1649,20,267,207,588,1.0,train,1669,1659,0.32512006,0
62562,4,6,3,2040,8,19,11,143,1.0,train,558,558,0.28813386,0
62565,11,22,3,1230,14,88,180,957,1.0,train,1046,1085,0.18007144,0
62566,1,16,1,1222,16,213,140,588,1.0,train,1362,1332,0.1856314,0
62569,8,10,4,644,18,259,222,651,1.0,train,1514,1509,0.0432354,0
62576,1,12,4,1612,21,139,117,376,1.0,train,1734,1735,0.19187403,0
62577,6,3,5,1357,8,19,205,317,1.0,train,558,674,0.27262664,0
62582,12,1,5,1018,14,213,88,235,1.0,train,1100,1049,0.32920924,0
62587,5,6,6,1221,19,217,80,857,1.0,train,1582,1551,0.118615076,0
62589,10,13,5,1727,21,214,98,284,1.0,train,1775,1731,0.47413635,0
62594,11,6,7,1108,16,254,259,191,1.0,train,1386,1393,0.14499937,0
62616,10,1,6,1634,7,182,19,590,1.0,train,497,440,0.20749098,0
62633,11,10,5,1913,1,98,189,1086,1.0,train,139,168,0.39228484,0
62634,12,1,5,1343,8,275,19,445,1.0,train,706,561,0.3831726,0
62637,10,18,2,840,13,161,249,109,1.0,train,952,995,0.05267947,0
62644,2,11,5,2100,20,222,159,256,1.0,train,1657,1649,0.3860488,0
62659,11,29,2,1325,7,19,276,483,1.0,train,443,543,0.22704239,0
62660,8,24,4,2053,18,161,259,337,1.0,train,1482,1521,0.24851742,0
62662,3,9,3,1440,4,106,154,1069,1.0,train,278,284,0.22590324,0
62664,10,14,6,1822,10,19,88,594,1.0,train,770,789,0.294734,0
62698,7,22,5,1341,18,189,138,921,1.0,train,1490,1480,0.30440214,0
62699,4,8,5,1729,1,239,82,1062,1.0,train,185,136,0.24976939,0
62710,12,12,1,1205,7,169,19,453,1.0,train,494,440,0.18571673,0
62713,5,11,3,1835,20,148,286,1034,1.0,train,1636,1683,0.34147927,0
62721,3,6,7,1604,7,154,248,1074,1.0,train,489,530,0.18980034,0
62722,7,19,3,1511,20,218,222,1009,1.0,train,1655,1667,0.33376494,0
62726,5,6,5,1734,10,180,19,403,1.0,train,798,776,0.33085957,0
62732,5,15,7,1500,10,98,19,745,1.0,train,784,776,0.19586763,0
62735,10,5,4,1757,13,193,82,293,1.0,train,969,928,0.24476832,0
62744,10,28,5,2138,3,211,16,539,0.0,train,246,221,0.51720864,1
62769,7,31,1,1249,14,88,159,1750,1.0,train,1046,1077,0.24821942,0
62786,10,7,6,1226,22,49,64,361,1.0,train,1831,1849,0.14946076,0
62790,5,20,6,1426,16,13,213,723,1.0,train,1260,1365,0.2279083,0
62794,12,16,6,1552,14,88,213,235,1.0,train,1046,1102,0.29736292,0
62797,12,10,6,1855,16,213,190,67,1.0,train,1362,1351,0.29244962,0
62801,12,23,6,1816,14,201,269,1518,1.0,train,1093,1129,0.45440486,0
62817,7,24,7,1931,14,201,81,680,1.0,train,1093,1045,0.37956384,0
62819,7,9,6,1120,20,249,222,304,1.0,train,1663,1667,0.15830085,0
62828,11,16,4,2032,17,166,182,725,1.0,train,1426,1434,0.38956508,0
62838,10,18,3,918,13,82,162,282,1.0,train,924,957,0.13151963,0
62850,1,31,2,1429,1,80,82,1192,1.0,train,133,136,0.11048817,0
62851,4,25,2,1330,5,161,98,2454,1.0,train,349,336,0.22165768,0
62862,3,6,1,1008,16,198,161,267,1.0,train,1352,1341,0.12556867,0
62867,1,23,1,1435,20,291,159,365,1.0,train,1675,1649,0.21425739,0
62868,8,8,1,1222,7,19,266,1547,1.0,train,443,538,0.24944049,0
62878,11,8,3,1053,22,213,122,577,1.0,train,1906,1874,0.23933458,0
62893,4,5,3,1410,18,291,81,639,1.0,train,1524,1466,0.15808864,0
62900,8,26,5,1426,21,98,178,1092,1.0,train,1720,1765,0.28152278,0
62904,1,13,4,1009,7,19,189,595,1.0,train,443,500,0.1612808,0
62906,10,24,1,1120,13,38,98,200,1.0,train,904,932,0.19629325,0
62907,8,15,2,1135,7,19,121,306,1.0,train,443,474,0.13057478,0
62910,8,25,4,1717,5,38,139,1597,1.0,train,320,343,0.25768933,0
62913,5,8,1,1406,13,169,82,304,1.0,train,957,928,0.14847165,0
62916,7,12,3,1809,8,303,19,589,0.0,train,721,561,0.6828961,1
62922,10,28,5,2118,20,77,21,189,1.0,train,1625,1624,0.40782666,0
62931,12,15,5,1726,4,245,154,264,1.0,train,300,284,0.38870534,0
62937,12,9,5,1157,5,80,98,199,1.0,train,330,336,0.32807142,0
62941,9,17,6,2246,5,258,16,1449,1.0,train,382,316,0.40386993,0
62947,6,11,6,1145,9,81,166,1619,1.0,train,733,750,0.1427252,0
62948,5,24,2,1142,1,82,166,1389,1.0,train,135,160,0.1838549,0
62950,8,14,7,1744,8,3,19,146,0.0,train,552,561,0.5914346,1
62953,12,6,2,1205,4,47,154,301,1.0,train,272,284,0.21678987,0
62956,11,11,5,1244,20,49,234,328,1.0,train,1621,1669,0.19969651,0
62958,6,11,6,1109,18,106,81,1703,1.0,train,1465,1466,0.115679525,0
62969,10,16,7,1910,15,239,166,431,1.0,train,1230,1205,0.3025183,0
62975,6,29,3,1540,12,222,80,1979,1.0,train,877,857,0.27302653,0
62977,12,25,7,1800,20,264,161,308,1.0,train,1668,1650,0.24956939,0
62983,2,17,5,1612,20,207,48,325,1.0,train,1649,1630,0.3622469,0
62987,12,28,4,1328,1,178,82,460,1.0,train,162,136,0.31783196,0
63010,9,28,4,1435,4,154,180,944,1.0,train,283,288,0.2184113,0
63014,7,24,7,1935,14,184,257,320,1.0,train,1086,1122,0.35294318,0
63017,7,5,3,1214,3,258,249,1050,1.0,train,257,256,0.23442794,0
63018,10,17,2,1026,13,226,213,412,1.0,train,982,982,0.16113698,0
63020,1,26,4,1843,22,190,213,67,1.0,train,1893,1918,0.34802437,0
63025,4,19,2,1811,1,82,243,1345,1.0,train,135,188,0.22143072,0
63036,2,20,1,1100,20,269,258,605,1.0,train,1670,1676,0.28350136,0
63039,2,21,1,1813,5,81,98,1605,1.0,train,331,336,0.39762768,0
63045,5,3,3,1805,16,102,259,158,1.0,train,1310,1393,0.15615804,0
63046,9,4,1,959,19,269,159,397,1.0,train,1603,1572,0.079441875,0
63068,4,7,4,1449,1,213,166,733,1.0,train,176,160,0.31605077,0
63071,9,27,3,1838,1,213,88,235,1.0,train,176,137,0.19090657,0
63074,1,18,2,1557,21,98,138,213,1.0,train,1720,1746,0.20642385,0
63082,8,21,1,1922,20,159,161,236,1.0,train,1639,1650,0.3320569,0
63089,10,5,3,1927,8,19,111,508,1.0,train,558,615,0.39189595,0
63090,10,20,5,1843,21,82,139,224,1.0,train,1714,1747,0.3127498,0
63095,9,1,5,1153,19,159,201,1300,1.0,train,1562,1583,0.17948523,0
63104,6,11,6,908,13,118,213,174,1.0,train,935,982,0.14499345,0
63107,6,14,2,1106,14,201,138,908,1.0,train,1093,1068,0.13573208,0
63121,7,27,4,1439,7,19,58,259,1.0,train,443,453,0.20880108,0
63122,6,28,2,735,20,222,161,370,1.0,train,1657,1650,0.06473358,0
63127,7,7,4,2340,7,19,286,406,0.0,train,443,548,0.74833643,1
63135,6,28,3,1804,18,213,82,802,1.0,train,1498,1467,0.49876803,0
63136,1,20,4,1408,13,213,64,599,1.0,train,978,918,0.2485781,0
63145,1,23,7,1754,19,221,159,2176,1.0,train,1584,1572,0.3244776,0
63149,11,22,2,826,16,267,218,630,1.0,train,1394,1368,0.10905087,0
63152,3,20,1,1638,21,139,184,469,1.0,train,1734,1769,0.22021705,0
63157,7,9,7,1206,21,98,201,1008,1.0,train,1720,1779,0.1339957,0
63160,8,17,3,1123,8,296,286,547,1.0,train,718,720,0.1826835,0
63162,8,24,4,832,18,81,213,888,1.0,train,1459,1505,0.09104346,0
63173,1,9,1,1212,20,234,180,1073,1.0,train,1659,1655,0.18777557,0
63176,1,23,7,1710,15,181,74,429,1.0,train,1206,1170,0.27596226,0
63184,3,1,2,1140,21,98,135,806,1.0,train,1720,1745,0.17267706,0
63187,1,12,4,1930,22,38,138,413,1.0,train,1828,1879,0.3748159,0
63189,10,25,2,959,19,64,221,448,1.0,train,1542,1594,0.09604045,0
63198,12,22,4,905,6,138,19,533,1.0,train,413,393,0.21037042,0
63205,7,17,7,1329,1,82,248,1017,1.0,train,135,189,0.284076,0
63217,6,14,3,1610,20,178,36,491,1.0,train,1644,1627,0.27788153,0
63236,12,22,5,1503,20,221,248,992,1.0,train,1656,1672,0.48613727,0
63238,5,29,7,1335,10,19,47,712,1.0,train,770,779,0.1717245,0
63243,5,11,4,1844,10,153,19,270,1.0,train,793,776,0.34575364,0
63244,7,4,2,1055,18,213,250,1041,1.0,train,1498,1519,0.17551999,0
63255,12,31,7,1804,1,213,221,678,1.0,train,176,181,0.44591537,0
63268,11,29,3,558,19,258,222,1107,1.0,train,1598,1595,0.016260374,0
63275,2,8,2,1131,7,189,19,595,1.0,train,500,440,0.091524936,0
63276,4,27,4,1248,13,82,15,313,1.0,train,924,899,0.15019776,0
63277,1,11,3,1010,7,19,229,272,1.0,train,443,521,0.1433436,0
63280,9,1,5,1052,7,19,201,906,1.0,train,443,504,0.2135845,0
63284,12,12,2,2125,10,19,229,272,1.0,train,770,818,0.3818683,0
63288,11,28,1,1310,13,213,144,177,1.0,train,978,950,0.26356566,0
63299,1,4,2,1355,1,82,217,1103,1.0,train,135,179,0.33612213,0
63310,11,17,5,1922,19,249,159,258,1.0,train,1595,1572,0.263167,0
63317,10,2,7,2125,8,239,286,587,1.0,train,688,720,0.3336962,0
63319,11,30,3,735,14,201,98,1008,1.0,train,1093,1050,0.09161513,0
63329,12,30,6,805,14,286,184,656,1.0,train,1132,1088,0.10925316,0
63336,6,3,6,1655,14,239,88,501,1.0,train,1111,1049,0.1821954,0
63341,1,13,5,1442,1,82,161,1235,1.0,train,135,159,0.25251234,0
63361,9,30,5,1857,20,77,162,293,1.0,train,1625,1651,0.25347543,0
63363,7,19,2,2141,13,213,303,522,0.0,train,978,1018,0.6161483,1
63372,12,15,4,1243,18,81,178,533,1.0,train,1459,1492,0.3305959,0
63375,7,27,3,1940,19,13,80,318,1.0,train,1527,1551,0.39305604,0
63378,2,26,6,1410,15,275,74,812,1.0,train,1243,1170,0.2367552,0
63379,6,22,3,1557,13,82,71,354,1.0,train,924,922,0.2221798,0
63381,10,27,4,1944,19,166,80,214,1.0,train,1564,1551,0.25464576,0
63382,11,22,3,1715,15,38,154,187,1.0,train,1150,1202,0.29869446,0
63387,3,9,3,1418,19,180,221,861,1.0,train,1567,1594,0.18110232,0
63390,2,28,2,1545,16,200,81,679,1.0,train,1354,1304,0.2612506,0
63391,6,20,1,1606,20,286,250,972,1.0,train,1673,1674,0.35540798,0
63395,1,4,3,1450,20,180,214,655,1.0,train,1645,1663,0.3757007,0
63406,11,29,2,1616,3,258,16,1449,1.0,train,257,221,0.39431334,0
63410,8,15,1,1424,1,38,82,1562,1.0,train,124,136,0.18930313,0
63413,7,7,4,1528,18,81,259,967,1.0,train,1459,1521,0.27301866,0
63418,3,22,3,1540,20,132,77,239,1.0,train,1631,1635,0.21206088,0
63419,6,19,1,1435,22,62,138,288,1.0,train,1837,1879,0.28175148,0
63423,8,13,6,1605,21,139,291,936,1.0,train,1734,1821,0.21469814,0
63427,5,26,5,2052,5,98,80,199,1.0,train,336,330,0.43417925,0
63432,7,3,1,1723,20,159,291,365,1.0,train,1639,1685,0.24709386,0
63435,2,23,4,1854,4,154,106,1069,1.0,train,283,279,0.37758023,0
63444,6,28,3,1620,22,213,192,139,1.0,train,1906,1905,0.4623144,0
63461,7,30,6,2254,3,159,218,762,0.0,train,239,251,0.6208302,1
63467,8,8,1,1518,20,161,178,1363,1.0,train,1640,1654,0.26684815,0
63473,2,23,3,2106,1,82,212,1189,1.0,train,135,176,0.3030795,0
63475,4,28,4,1208,1,264,213,1829,1.0,train,194,177,0.17245887,0
63476,8,17,4,1902,18,120,213,137,1.0,train,1468,1505,0.33204642,0
63482,3,24,5,2106,5,139,259,1635,1.0,train,344,381,0.31653643,0
63497,7,26,2,1442,8,205,19,317,1.0,train,669,561,0.4100795,0
63507,10,9,1,1513,18,138,81,1452,1.0,train,1473,1466,0.16735141,0
63509,5,28,6,1946,3,258,271,978,1.0,train,257,263,0.30080003,0
63532,4,3,7,1655,16,259,269,86,1.0,train,1389,1400,0.28601727,0
63554,11,11,6,1630,8,19,152,341,1.0,train,558,641,0.30180654,0
63556,11,28,1,1640,15,166,51,617,1.0,train,1202,1158,0.4020876,0
63562,12,26,2,1133,19,222,159,256,1.0,train,1585,1572,0.24494655,0
63563,6,1,4,1950,20,269,271,404,1.0,train,1670,1681,0.44266957,0
63584,8,25,5,1608,1,82,93,551,1.0,train,135,139,0.24241853,0
63586,3,29,2,1957,1,213,243,1671,1.0,train,176,188,0.37701732,0
63603,2,19,7,1720,20,222,93,347,1.0,train,1657,1638,0.33916217,0
63614,9,12,1,1800,5,139,166,1416,1.0,train,344,349,0.19914912,0
63617,8,16,2,1150,20,257,49,495,1.0,train,1665,1631,0.14914681,0
63627,4,15,6,1521,14,275,88,1023,1.0,train,1129,1049,0.13629524,0
63629,10,24,1,1737,20,161,243,390,1.0,train,1640,1671,0.2590138,0
63634,6,23,5,2251,19,64,226,366,1.0,train,1542,1596,0.4296271,0
63635,3,24,4,809,20,182,49,611,1.0,train,1646,1631,0.08193695,0
63636,1,1,7,1412,21,165,139,201,1.0,train,1746,1747,0.15489212,0
63639,9,29,5,1205,22,221,138,134,1.0,train,1909,1879,0.45073742,0
63643,3,29,2,1244,6,122,138,383,1.0,train,410,411,0.13858716,0
63645,8,21,1,1254,8,188,19,952,1.0,train,659,561,0.27845687,0
63649,7,13,3,1411,14,131,258,2677,1.0,train,1064,1123,0.14064229,0
63650,1,30,1,1911,18,213,88,235,1.0,train,1498,1469,0.22506362,0
63653,8,20,6,1739,13,245,213,528,1.0,train,988,982,0.29354575,0
63663,1,25,2,1646,3,249,258,1050,1.0,train,255,258,0.22549272,0
63665,6,2,4,826,10,19,106,581,1.0,train,770,791,0.077647634,0
63672,4,21,5,1641,18,249,259,447,1.0,train,1511,1521,0.33745137,0
63676,3,30,3,1536,6,138,286,810,1.0,train,413,435,0.19547155,0
63678,7,10,1,1023,14,201,144,503,1.0,train,1093,1070,0.15491937,0
63679,2,18,6,1329,18,213,80,612,1.0,train,1498,1465,0.26698968,0
63691,8,10,4,729,13,133,213,738,1.0,train,941,982,0.14119859,0
63703,3,12,6,1018,3,161,258,954,1.0,train,240,258,0.16993946,0
63715,5,11,3,1819,7,178,74,539,1.0,train,495,458,0.18215263,0
63716,1,23,7,803,3,258,48,937,1.0,train,257,226,0.10439526,0
63722,7,22,5,1050,1,166,82,1389,1.0,train,159,136,0.16267821,0
63724,8,7,7,2032,20,161,264,308,1.0,train,1640,1678,0.44670784,0
63730,8,10,3,1000,1,286,82,929,1.0,train,202,136,0.084028006,0
63734,4,23,6,1810,1,266,38,1674,1.0,train,195,125,0.15485694,0
63735,7,23,7,2126,20,222,212,325,0.0,train,1657,1662,0.52971625,1
63742,7,30,6,1132,7,19,49,576,1.0,train,443,450,0.13627414,0
63750,5,26,5,828,18,180,138,758,1.0,train,1486,1480,0.086902,0
63756,8,25,4,1157,1,161,154,2475,1.0,train,158,156,0.17233227,0
63757,7,19,3,1855,19,222,213,1440,1.0,train,1585,1590,0.38627908,0
63759,9,7,3,1841,14,184,65,518,1.0,train,1086,1041,0.18093567,0
63767,10,8,6,2218,4,154,47,301,1.0,train,283,273,0.49641076,0
63778,3,29,2,2019,21,98,276,872,1.0,train,1720,1816,0.47705737,0
63780,6,5,7,2044,20,2,77,580,1.0,train,1611,1635,0.42713064,0
63793,12,29,4,1148,13,166,88,501,1.0,train,956,930,0.34165287,0
63797,11,25,5,1558,20,49,25,283,1.0,train,1621,1625,0.25193024,0
63830,8,21,7,1315,20,13,180,1073,1.0,train,1612,1655,0.23127232,0
63840,1,3,2,2021,16,27,161,109,1.0,train,1268,1341,0.34556237,0
63844,6,29,4,2242,7,19,49,576,0.0,train,443,450,0.59546983,1
63850,9,5,2,1043,20,207,132,1642,1.0,train,1649,1641,0.11143544,0
63877,6,18,7,1836,20,222,249,304,1.0,train,1657,1673,0.41202602,0
63884,8,10,4,915,15,154,239,426,1.0,train,1199,1233,0.13602479,0
63893,4,5,3,2011,7,166,180,950,1.0,train,493,496,0.29881063,0
63902,10,6,4,1537,8,19,229,272,1.0,train,558,689,0.37164515,0
63913,6,27,1,1338,13,87,82,624,1.0,train,925,928,0.27975315,0
63917,2,21,2,1846,19,286,80,814,1.0,train,1609,1551,0.21010274,0
63918,6,25,6,1756,1,258,276,1710,1.0,train,192,200,0.28637204,0
63920,6,18,7,2114,15,74,201,596,1.0,train,1167,1218,0.3046884,0
63937,3,24,4,823,19,202,64,651,1.0,train,1574,1549,0.08130852,0
63948,5,25,3,1317,19,221,106,992,1.0,train,1584,1561,0.1652392,0
63949,12,26,1,1352,20,182,180,989,1.0,train,1646,1655,0.45212278,0
63956,3,13,1,1603,5,80,98,199,1.0,train,330,336,0.32253245,0
63980,6,15,3,1838,19,202,221,1088,1.0,train,1574,1594,0.33308178,0
63986,10,1,7,853,20,182,65,284,1.0,train,1646,1633,0.039695904,0
63989,4,25,1,1043,13,213,281,714,1.0,train,978,1009,0.13966578,0
63991,8,27,7,1820,10,19,286,406,0.0,train,770,831,0.51087654,1
63992,2,25,5,908,3,159,258,866,1.0,train,239,258,0.18239924,0
64013,7,27,4,2107,22,64,121,83,1.0,train,1838,1873,0.2873044,0
64018,7,31,1,1143,16,151,267,205,1.0,train,1334,1398,0.11568362,0
64020,12,17,7,1852,3,100,16,261,1.0,train,232,221,0.38966107,0
64022,4,22,6,1428,1,189,161,2342,1.0,train,167,159,0.29086336,0
64030,4,22,6,1307,20,243,37,335,1.0,train,1661,1628,0.22007114,0
64041,9,25,7,1036,18,64,213,599,1.0,train,1453,1505,0.12306163,0
64051,5,27,5,1804,15,244,74,282,1.0,train,1232,1170,0.2577856,0
64058,7,24,1,1929,16,212,267,558,1.0,train,1361,1398,0.28345332,0
64060,10,1,6,1425,20,182,88,229,1.0,train,1646,1637,0.14440154,0
64065,8,7,7,1757,7,154,266,1597,1.0,train,489,538,0.23951925,0
64071,1,13,5,2118,8,74,244,282,1.0,train,592,697,0.36997953,0
64077,2,3,5,1753,19,221,161,2401,1.0,train,1584,1573,0.37832797,0
64082,4,1,6,908,16,213,78,240,1.0,train,1362,1303,0.12671271,0
64087,11,15,3,1618,16,24,213,122,1.0,train,1266,1365,0.34203795,0
64095,2,27,7,1017,13,82,171,394,1.0,train,924,962,0.13988404,0
64103,2,25,6,2015,18,161,218,834,1.0,train,1482,1507,0.34017622,0
64104,4,18,1,1938,14,201,210,282,1.0,train,1093,1100,0.15314786,0
64105,9,25,1,742,18,161,258,954,1.0,train,1482,1520,0.05209711,0
64109,11,27,7,1423,1,213,38,867,1.0,train,176,125,0.22681722,0
64122,6,22,3,2128,20,148,49,220,1.0,train,1636,1631,0.48861155,0
64123,12,26,2,1132,7,180,266,1189,1.0,train,496,538,0.21034563,0
64157,12,26,1,1250,10,159,19,1747,1.0,train,794,776,0.27163747,0
64158,1,2,7,1348,8,74,121,330,1.0,train,592,622,0.27348515,0
64160,6,27,1,1727,21,98,47,282,1.0,train,1720,1707,0.4123197,0
64177,2,28,1,1902,21,245,62,245,1.0,train,1789,1712,0.44416696,0
64179,4,27,4,1955,20,243,161,390,1.0,train,1661,1650,0.37081894,0
64195,7,22,5,2025,8,19,148,795,0.0,train,558,639,0.6153413,1
